Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
5.6,0,0.1587523799621213980903147884,0.15875238,0.119903508,0.15875238,0.119903508,0,0,0,0,5.3138975886785726125733444852,89.17216747154606414458026237,89.89146855815287567287068817,602259300
5.61,0,0.1584768582040549462783445938,0.158476858,0.119791751,0.158476858,0.119791751,0,0,0,0,5.3140033723091127125733444851,89.12484840783216640643609656,89.84715855899152261243326529,603334700
5.62,0,0.1582014928981465075031607397,0.158201493,0.119679315,0.158201493,0.119679315,0,0,0,0,5.3141079505588069125733444848,89.07776484730941383217393856,89.803069060904113998825939,604410200
5.63,0,0.1579262782051652067620863485,0.157926278,0.119566201,0.157926278,0.119566201,0,0,0,0,5.3142103270650827125733444842,89.03089879519563420577033357,89.75918335828341863807766258,605485600
5.64,0,0.1576511812748272041632704556,0.157651181,0.119452382,0.157651181,0.119452382,0,0,0,0,5.3143107387361879125733444844,88.98425693996401182500243061,89.71550768417514601277933921,606561100
5.65,0,0.1573762013143805707741264150,0.157376201,0.119337861,0.157376201,0.119337861,0,0,0,0,5.3144098467894963125733444849,88.93784629572676886743075843,89.67204851731296111994770112,607636600
5.66,0,0.1571013255249817626446217840,0.157101326,0.119222631,0.157101326,0.119222631,0,0,0,0,5.3145071179345058125733444841,88.89161115943534144314064703,89.62875379034059011223512727,608712000
5.67,0,0.1568265540389760940039720932,0.156826554,0.119106697,0.156826554,0.119106697,0,0,0,0,5.3146022124964542125733444846,88.84562755398413756312914645,89.58569472028371429974812187,609787500
5.68,0,0.1565518771915752726108817872,0.156551877,0.118990055,0.156551877,0.118990055,0,0,0,0,5.3146956565814193125733444842,88.7998671463040477766685076,89.54284471503547841904951695,610862900
5.69,0,0.1562772711471479132721070239,0.156277271,0.118872687,0.156277271,0.118872687,0,0,0,0,5.3147870492688976125733444851,88.75430947353946537246828545,89.50018467871396576190691045,611938400
5.7,0,0.1560027439965351331970454502,0.156002744,0.118754605,0.156002744,0.118754605,0,0,0,0,5.3148777194090286125733444843,88.70898964274901891311598414,89.45774729243725551976888305,613013900
5.71,0,0.1557282711760149401525166630,0.155728271,0.11863579,0.155728271,0.11863579,0,0,0,0,5.3149654516429059125733444848,88.66382249508837557249279984,89.41545315271954753731729991,614089300
5.72,0,0.1554538497704753902892128281,0.15545385,0.118516244,0.15545385,0.118516244,0,0,0,0,5.3150524613075850125733444841,88.61891535077884293988089466,89.37340241481972671454445937,615164800
5.73,0,0.1551794579909657051545816202,0.155179458,0.11839595,0.155179458,0.11839595,0,0,0,0,5.3151379474517911125733444841,88.5742234730314230108052514,89.33155331583500906804888537,616240300
5.74,0,0.1549051042638685723964996620,0.154905104,0.118274921,0.154905104,0.118274921,0,0,0,0,5.3212618018115955428581927581,88.52968528173984900938093406,89.30249536063285484353502893,617315700
5.75,0,0.1546307686049744996758357818,0.154630769,0.118153144,0.154630769,0.118153144,0,0,0,0,5.3318315616407773126934463203,88.48540693142750923353596363,89.28304877958961262661870652,618391200
5.76,0,0.1543564435721912283069216754,0.154356444,0.118030614,0.154356444,0.118030614,0,0,0,0,5.3423986123728603149243976015,88.44131795975940826852276589,89.26385458558886545050437447,619466700
5.77,0,0.1540821270971152593324745715,0.154082127,0.117907334,0.154082127,0.117907334,0,0,0,0,5.3529640917829277847596511623,88.39739206416844713132205751,89.2448867001054511660418694,620542100
5.78,0,0.1538077997298249392877904546,0.1538078,0.117783291,0.1538078,0.117783291,0,0,0,0,5.3635292882110814869906024442,88.35373249880105344181961398,89.22623939911758594767371072,621617600
5.79,0,0.1535334466030233051537412118,0.153533447,0.117658473,0.153533447,0.117658473,0,0,0,0,5.3740921142223942568258560056,88.31026319588771316158452473,89.20784072187740243637315161,622693100
5.8,0,0.1532590690437138662471716557,0.153259069,0.117532888,0.153259069,0.117532888,0,0,0,0,5.3846533707170634590568072864,88.26694851293574115078811846,89.18965617055790810061662516,623768500
5.81,0,0.1529846513854359347026158470,0.152984651,0.117406523,0.152984651,0.117406523,0,0,0,0,5.3952123819868614288920608478,88.22386109095340524988238155,89.17175163449949153301760404,624844000
5.82,0,0.1527101888767761470349478378,0.152710189,0.117279379,0.152710189,0.117279379,0,0,0,0,5.4057711246457421987273144092,88.18095593339625846912074164,89.1540837357215296675582404,625919500
5.83,0,0.1524356637688611021452409446,0.152435664,0.117151443,0.152435664,0.117151443,0,0,0,0,5.4163275364720551009582656898,88.13827197266544967766032103,89.136687251380976425214872,626994900
5.84,0,0.1521610775097785076875521808,0.152161078,0.117022721,0.152161078,0.117022721,0,0,0,0,5.4268827922598179271461941714,88.09574406718956707325003865,89.11950068236103099249645064,628070400
5.85,0,0.1518864072251468325027610184,0.151886407,0.116893194,0.151886407,0.116893194,0,0,0,0,5.4374369433339155293771454523,88.05345751992485989611064961,89.10260089007104514564088151,629145800
5.86,0,0.1516116615143350354117246269,0.151611662,0.116762875,0.151611662,0.116762875,0,0,0,0,5.4479890518675744992123990143,88.01131374844409673750020907,89.08589636515078786053565354,630221300
5.87,0,0.1513368134936874368328942481,0.151336813,0.116631743,0.151336813,0.116631743,0,0,0,0,5.458539743049466469047652575,87.96936546837976717717764071,89.06943394441487117526153238,631296800
5.88,0,0.1510618555418423720047822323,0.151061856,0.116499793,0.151061856,0.116499793,0,0,0,0,5.4690897187063777712786038573,87.92765319175037878888997134,89.05324897346472958437458825,632372200
5.89,0,0.1507867790437860400228236672,0.150786779,0.116367022,0.150786779,0.116367022,0,0,0,0,5.4796376031317962411138574182,87.88607528480285992663161432,89.03724785035866459627004492,633447700
5.9,0,0.1505115843212844164313974354,0.150511584,0.116233434,0.150511584,0.116233434,0,0,0,0,5.4901845846074119109491109789,87.84473210986864676054720895,89.02152027215740657563260382,634523100
5.91,0,0.1502362537719490822204870417,0.150236254,0.116099017,0.150236254,0.116099017,0,0,0,0,5.5007295757313961131800622612,87.80353031233720745877631148,89.00598045928959409187900353,635598600
5.92,0,0.1499607826605796152263129275,0.149960783,0.115963769,0.149960783,0.115963769,0,0,0,0,5.511273577406458183015315822,87.76252206851434416554498955,88.99067426070293153777768554,636674000
5.93,0,0.1496851475126851276647312324,0.149685148,0.115827671,0.149685148,0.115827671,0,0,0,0,5.5218158896384915528505693841,87.72172317690573234956671971,88.97561475652060493421688665,637749500
5.94,0,0.1494093565832915562968989350,0.149409357,0.115690737,0.149409357,0.115690737,0,0,0,0,5.5323575502114319226858229451,87.68108466345009065187022843,88.96075626802567905134948045,638825000
5.95,0,0.1491333902714146401235801674,0.14913339,0.11555295,0.14913339,0.11555295,0,0,0,0,5.5428970357403296249167742262,87.64060753712393877872764517,88.94609892689808355716957812,639900400
5.96,0,0.1488572400511645938563300398,0.14885724,0.115414306,0.14885724,0.115414306,0,0,0,0,5.5534361570020469947520277883,87.60033278878198777441607793,88.93167792578881802709150037,640975900
5.97,0,0.1485808961970655116964226564,0.148580896,0.115274799,0.148580896,0.115274799,0,0,0,0,5.5639735283905665533356539882,87.56026100081632203023696375,88.91749279137268766192752142,642051400
5.98,0,0.1483043471261351461635218228,0.148304347,0.115134423,0.148304347,0.115134423,0,0,0,0,5.5745091634579307231709075495,87.5203188164719332747933955,88.90347671548045646088958182,643126800
5.99,0,0.1480275953304247097779791236,0.148027595,0.114993184,0.148027595,0.114993184,0,0,0,0,5.5850443351193372930061611107,87.48057543387265260416762164,88.8896901158079094349589614,644202300
6,0,0.1477506241732733194921589466,0.147750624,0.114851068,0.147750624,0.114851068,0,0,0,0,5.595577683011364695237112393,87.44099087118204001132479435,88.87609649231990422659150494,645277800
6.01,0,0.1474990796661709471992720314,0.14749908,0.114733727,0.14749908,0.114733727,0,0,0,0,5.6061097945468824650723659534,87.40158434855920776220947954,88.86271169802164328420060939,646353300
6.02,0,0.1472769453845485953921203670,0.147276945,0.114645148,0.147276945,0.114645148,0,0,0,0,5.6166412967427767673033172355,87.36236023713739134000253611,88.84953828721640309524656439,647428700
6.03,0,0.1470552269007767678946382097,0.147055227,0.11455634,0.147055227,0.11455634,0,0,0,0,5.6271703616164722371385707967,87.32331998342957180373445442,88.83657685688858038964114807,648504200
6.04,0,0.1468339017426263642570065057,0.146833902,0.114467284,0.146833902,0.114467284,0,0,0,0,5.6376990306561165393695220785,87.28443358644555066978351966,88.82379921205019029450462066,649579600
6.05,0,0.1466129886209272840609334599,0.146612989,0.114378004,0.146612989,0.114378004,0,0,0,0,5.6482270758789185092047756392,87.24572402857993060809475081,88.81122465039482630174186536,650655100
6.06,0,0.1463924660759706972416730979,0.146392466,0.114288481,0.146392466,0.114288481,0,0,0,0,5.6587529387738906790400292013,87.20716751664188423938032827,88.79883156014478368274054915,651730600
6.07,0,0.1461723397603139420231938867,0.14617234,0.114198726,0.14617234,0.114198726,0,0,0,0,5.6692784913580902812709804817,87.16878917510196977397577171,88.78664048887261149754354643,652806000
6.08,0,0.1459526243657567752450849627,0.145952624,0.114108756,0.145952624,0.114108756,0,0,0,0,5.6798016606510198511062340428,87.13055919185838857289149629,88.77462479469254233913590773,653881500
6.09,0,0.1457332965560401585648580514,0.145733297,0.114018553,0.145733297,0.114018553,0,0,0,0,5.6903247340647768533371853243,87.09251359164303235789845116,88.76281438206221621639684703,654956900
6.1,0,0.1455143628961954435355673275,0.145514363,0.113928126,0.145514363,0.113928126,0,0,0,0,5.7008464503154354795251138055,87.05462725508464146868553859,88.75118656122109045883849488,656032400
6.11,0,0.1452958141306040867498153197,0.145295814,0.11383747,0.145295814,0.11383747,0,0,0,0,5.7113671832693807817560650867,87.01690560237671877846463273,88.73974495582733776514047912,657107900
6.12,0,0.1450776668365181600101285165,0.145077667,0.113746606,0.145077667,0.113746606,0,0,0,0,5.7218866599478488515913186488,86.97933727866703909136104592,88.72847876035140284068127824,658183300
6.13,0,0.1448599007265274759424219505,0.144859901,0.113655516,0.144859901,0.113655516,0,0,0,0,5.7324050677372934214265722097,86.94194125429663366295289034,88.71740344412468783458715074,659258800
6.14,0,0.1446425254757483162419384525,0.144642525,0.113564214,0.144642525,0.113564214,0,0,0,0,5.7429223183150748912618257715,86.90469921378440734804869846,88.7065021280307503553651388,660334200
6.15,0,0.1444255377650337481238639889,0.144425538,0.1134727,0.144425538,0.1134727,0,0,0,0,5.7534385261333218934927770524,86.86762288398062459036539178,88.69578398585619208938828453,661409700
6.16,0,0.1442089373233225485326239364,0.144208937,0.113380978,0.144208937,0.113380978,0,0,0,0,5.7639538767284603633280306134,86.8307047527426663500898325,88.6852414844067167514469577,662485200
6.17,0,0.1439927117579846479633332927,0.143992712,0.113289039,0.143992712,0.113289039,0,0,0,0,5.7744679854280218655589818952,86.79394114517259002959442551,88.67487063551045342880775944,663560600
6.18,0,0.1437768718094575488157654426,0.143776872,0.113196897,0.143776872,0.113196897,0,0,0,0,5.7849814765554987353942354562,86.75730274546071442290148859,88.66464509035394826526914249,664636100
6.19,0,0.1435614141393559840926708115,0.143561414,0.113104552,0.143561414,0.113104552,0,0,0,0,5.7954928392979978052294890177,86.72083306754826728919553264,88.65460194829832016365398314,665711600
6.2,0,0.1433463295409109641795577891,0.14334633,0.113011999,0.14334633,0.113011999,0,0,0,0,5.8060043709124570074604402989,86.68454490946303128373542784,88.64475044710979787457688299,666787000
6.21,0,0.1431316236868157441656543343,0.143131624,0.112919246,0.143131624,0.112919246,0,0,0,0,5.8165140741316275096913915798,86.6483958671952724410830743,88.63505393868324295400664131,667862500
6.22,0,0.1429172882974300655658735328,0.142917288,0.11282629,0.142917288,0.11282629,0,0,0,0,5.8270228732546293795266451419,86.61240243182628812198436032,88.62552537994955867238633865,668937900
6.23,0,0.1427033300572639646453777544,0.14270333,0.112733139,0.14270333,0.112733139,0,0,0,0,5.8375310700902120057145736223,86.57655612133056653845628324,88.61615653920521902619531012,670013400
6.24,0,0.1424897487806953200191447665,0.142489749,0.112639797,0.142489749,0.112639797,0,0,0,0,5.8480383511240856755498271835,86.54084037102208664395889169,88.60693257542985553643244142,671088800
6.25,0,0.1422765321220019004311392707,0.142276532,0.112546256,0.142276532,0.112546256,0,0,0,0,5.8585439415328385453850807451,86.50528875558982697620865539,88.59788152864326293186763108,672164400
6.26,0,0.1420636898650109832186122299,0.14206369,0.112452527,0.14206369,0.112452527,0,0,0,0,5.8690498431735951476160320272,86.46990931884508514196004784,88.5890085946681296362608233,673239800
6.27,0,0.1418512107576082419263753738,0.141851211,0.112358605,0.141851211,0.112358605,0,0,0,0,5.8795541541801432174512855881,86.43463457285332685322229218,88.58025636896487780155629631,674315300
6.28,0,0.1416391025531166671425313300,0.141639103,0.112264498,0.141639103,0.112264498,0,0,0,0,5.8900567763858820196822368698,86.39952237162840074061337643,88.57167316139937418417451779,675390800
6.29,0,0.1414273540102737873867721526,0.141427354,0.1121702,0.141427354,0.1121702,0,0,0,0,5.9005598214703239895174904305,86.36458663424720795347483476,88.56326904984711242604069783,676466200
6.3,0,0.1412159748932083451771552398,0.141215975,0.112075724,0.141215975,0.112075724,0,0,0,0,5.9110611912671519593527439914,86.32977633873959319280017414,88.55500089538360380463586781,677541700
6.31,0,0.1410049539310874709777819025,0.141004954,0.111981061,0.141004954,0.111981061,0,0,0,0,5.9215611983579628615836952731,86.29507380749803110617952891,88.54685301782391469077783906,678617100
6.32,0,0.1407942989795485008995678910,0.140794299,0.111886223,0.140794299,0.111886223,0,0,0,0,5.9320615283028409638146465552,86.26057112232143911778327879,88.53890142560740815235134573,679692600
6.33,0,0.1405839972034545696804559208,0.140583997,0.111791199,0.140583997,0.111791199,0,0,0,0,5.9425594226013351660455978367,86.22617675446064000750495461,88.53106946925639568416129508,680768100
6.34,0,0.1403740515380896164589656854,0.140374052,0.111695996,0.140374052,0.111695996,0,0,0,0,5.9530577406473209358808513971,86.19191689800160271700586291,88.52337733394620815101767911,681843500
6.35,0,0.1401644681594177949809912282,0.140164468,0.111600624,0.140164468,0.111600624,0,0,0,0,5.9635549220913214381118026793,86.15783401416779113255990008,88.5158603390107017351358495,682919000
6.36,0,0.1399552359035121356209886463,0.139955236,0.111505074,0.139955236,0.111505074,0,0,0,0,5.9740504543202790319040334395,86.12383537228847343739510593,88.50844050815588719652607356,683994400
6.37,0,0.1397463545320542860345104249,0.139746355,0.111409348,0.139746355,0.111409348,0,0,0,0,5.9845457508420543017392870012,86.0900219983646294431288189,88.50120082177856701563260944,685069900
6.38,0,0.1395378309307311367281633898,0.139537831,0.111313458,0.139537831,0.111313458,0,0,0,0,5.9950407098368128039702382817,86.0563191414010588664049013,88.49407830593324463737352546,686145400
6.39,0,0.1393296558321959071160464380,0.139329656,0.111217397,0.139329656,0.111217397,0,0,0,0,6.0055343466400690738054918443,86.02278505921831148513078512,88.48712104800284225535401463,687220800
6.4,0,0.1391218281319845639659086492,0.139121828,0.111121166,0.139121828,0.111121166,0,0,0,0,6.0160265351154828760364431247,85.98936990605097349225218824,88.48028700595141487436701317,688296300
6.41,0,0.1389143545735683389826361392,0.138914355,0.111024776,0.138914355,0.111024776,0,0,0,0,6.0265186130658702134759989671,85.9560824784188264270894877,88.4735822632977835733774537,689371700
6.42,0,0.1387072260233218945167115244,0.138707226,0.11092822,0.138707226,0.11092822,0,0,0,0,6.0370105814236852157069502479,85.92296752919420554695933368,88.46704305174440160310940755,690447200
6.43,0,0.1385004402746161226413575600,0.13850044,0.110831499,0.13850044,0.110831499,0,0,0,0,6.0475002410775849179379015286,85.88992016727470136078709156,88.46058310015759190454064027,691522700
6.44,0,0.1382939962424325872880896149,0.138293996,0.110734615,0.138293996,0.110734615,0,0,0,0,6.05798957758653948777315509,85.85702449636963109828369134,88.45427029020314812329332115,692598100
6.45,0,0.1380879026915976981480912645,0.138087903,0.110637579,0.138087903,0.110637579,0,0,0,0,6.0684789179838120900041063717,85.82430573516564661907114705,88.4481244101014906734463703,693673600
6.46,0,0.1378821485466924781483031082,0.137882149,0.110540384,0.137882149,0.110540384,0,0,0,0,6.078967148753059259839359933,85.79168158373632572762540453,88.44207768278653317081561468,694749100
6.47,0,0.1376767325830838866542172091,0.137676733,0.110443031,0.137676733,0.110443031,0,0,0,0,6.0894542969281704620703112152,85.75921109860751903873911732,88.43617787895183831590751314,695824500
6.48,0,0.1374716536584855416971087339,0.137471654,0.110345522,0.137471654,0.110345522,0,0,0,0,6.0999403615707140558625419754,85.72683582497685136283365517,88.43037654909983021612902661,696900000
6.49,0,0.1372669117117209529601485332,0.137266912,0.110247859,0.137266912,0.110247859,0,0,0,0,6.1104262183931642256977955373,85.69463485635938948418833274,88.42473724823512329502711,697975400
6.5,0,0.1370625019990212999130433121,0.137062502,0.110150041,0.137062502,0.110150041,0,0,0,0,6.1209113052012504279287468177,85.66253104936511539656160183,88.41919665672344551333644106,699050900
6.51,0,0.1368584375381483862398367928,0.136858438,0.110052083,0.136858438,0.110052083,0,0,0,0,6.1313952094030078977640003791,85.63054514182513267078466726,88.41377130310006550566212256,700126400
6.52,0,0.1366546955956457580777892088,0.136654696,0.109953966,0.136654696,0.109953966,0,0,0,0,6.1418791435635911323906493815,85.59872759710866295919162443,88.40850096061966267735429362,701201900
6.53,0,0.1364512950538525483512546915,0.136451295,0.109855711,0.136451295,0.109855711,0,0,0,0,6.1523623221402373698302052229,85.56701031412946469060177014,88.40333009324465868797170611,702277300
6.54,0,0.1362482248749221576035734674,0.136248225,0.10975731,0.136248225,0.10975731,0,0,0,0,6.1628444054498518720611565034,85.535407464805134009954696,88.39826980860754245984576458,703352800
6.55,0,0.1360454738754679670339846095,0.136045474,0.109658754,0.136045474,0.109658754,0,0,0,0,6.173325758390529574292107785,85.50396286840275669079126771,88.39335472301173617981221277,704428200
6.56,0,0.1358430599895907667686783831,0.13584306,0.109560064,0.13584306,0.109560064,0,0,0,0,6.1838061421833667441273613456,85.47260986341356054985424137,88.38853055393096115628787459,705503700
6.57,0,0.1356409741185952459153916523,0.135640974,0.109461234,0.135640974,0.109461234,0,0,0,0,6.1942857703608803463583126277,85.4413741710213649273710877,88.38381742232034884952042606,706579200
6.58,0,0.1354392131685638074958496608,0.135439213,0.109362263,0.135439213,0.109362263,0,0,0,0,6.2047654419853938161935661892,85.41030842873561742079518377,88.37925662491819333873133972,707654600
6.59,0,0.1352377770134384434725374208,0.135237777,0.109263153,0.135237777,0.109263153,0,0,0,0,6.2152433850397490860288197503,85.37931767802704835858410935,88.3747721848524363876766237,708730100
6.6,0,0.1350366646059205033841768589,0.135036665,0.109163907,0.135036665,0.109163907,0,0,0,0,6.2257215724407703882597710323,85.34846789242203560225120514,88.37041553459561588835971899,709805600
6.61,0,0.1348358638662990375317829051,0.134835864,0.109064515,0.134835864,0.109064515,0,0,0,0,6.2361989303419761580950245936,85.31772672187501195155011206,88.36616072687094240281290791,710881000
6.62,0,0.1346353947195562857950311771,0.134635395,0.108964999,0.134635395,0.108964999,0,0,0,0,6.2466757578061075842829530744,85.28714455208753435677999719,88.36204726626522778303530053,711956500
6.63,0,0.1344352360589053913247020148,0.134435236,0.108865341,0.134435236,0.108865341,0,0,0,0,6.2571516575755208541182066349,85.25664363342147894816321686,88.35801278791559479132571066,713031900
6.64,0,0.1342354068916540685817680108,0.134235407,0.108765562,0.134235407,0.108765562,0,0,0,0,6.267627226903159723953460196,85.22627292167664313594029271,88.35409549311225122479454288,714107400
6.65,0,0.1340358950477477260172264284,0.134035895,0.108665653,0.134035895,0.108665653,0,0,0,0,6.2781020811128520261844114773,85.19600849930500440907893767,88.35027602674073091711104642,715182800
6.66,0,0.1338366905797304809237641071,0.133836691,0.108565606,0.133836691,0.108565606,0,0,0,0,6.2885759057814403960196650399,85.1658610366511542080168045,88.34656251420730637644033855,716258300
6.67,0,0.1336377998286424674747187209,0.1336378,0.10846543,0.1336378,0.10846543,0,0,0,0,6.2990495405692395982506163201,85.13584332559659105681292999,88.34296412110978881895398718,717333800
6.68,0,0.1334392258888452235767148872,0.133439226,0.108365131,0.133439226,0.108365131,0,0,0,0,6.3095223340961672680858698814,85.10596589860618673479871475,88.33948891948968452962564735,718409200
6.69,0,0.1332409660751648588979254161,0.133240966,0.108264709,0.133240966,0.108264709,0,0,0,0,6.3199945512450376703168211629,85.07616932721622197747508438,88.33608935944225247582257265,719484700
6.7,0,0.1330430184570531730900389849,0.133043018,0.108164163,0.133043018,0.108164163,0,0,0,0,6.3304660523507338401520747244,85.04648417221740314029521829,88.33278917683659510411886166,720560100
6.71,0,0.1328453729293622844087505209,0.132845373,0.108063487,0.132845373,0.108063487,0,0,0,0,6.3409372644541169071744214466,85.01692568136826522426750648,88.32959963489372820081474291,721635600
6.72,0,0.1326480474986569314349912685,0.132648047,0.1079627,0.132648047,0.1079627,0,0,0,0,6.3514075740174974474268841274,84.9874716477966990904842458,88.32650310641058325326335943,722711100
6.73,0,0.1324510221401937136913807037,0.132451022,0.107861786,0.132451022,0.107861786,0,0,0,0,6.3618774945749203031976034888,84.9581349395507601603887749,88.32350893986243773048852113,723786600
6.74,0,0.1322543047984409232815485055,0.132254305,0.107760754,0.132254305,0.107760754,0,0,0,0,6.372346726096173875845763889,84.92890983379955333398976641,88.32061232361542467427707516,724862000
6.75,0,0.1320578954929836781962223876,0.132057895,0.107659608,0.132057895,0.107659608,0,0,0,0,6.3828153812096469076595060515,84.89979510123902150367436933,88.31781176617030108382364519,725937500
6.76,0,0.1318617822123643328997401190,0.131861782,0.107558336,0.131861782,0.107558336,0,0,0,0,6.3932835472835560803076664526,84.8707880204527918931646775,88.31510463575680907859707456,727013000
6.77,0,0.1316659739495145034383452651,0.131665974,0.107456951,0.131665974,0.107456951,0,0,0,0,6.4037509378522707205601291345,84.8419009199264658929617935,88.31250021808298261672103801,728088400
6.78,0,0.1314704706669228327163351269,0.131470471,0.107355455,0.131470471,0.107355455,0,0,0,0,6.4142180655069278847695690155,84.81311904914942693229249776,88.3099862916680144314326157,729163900
6.79,0,0.1312752704012634675994663534,0.13127527,0.107253848,0.13127527,0.107253848,0,0,0,0,6.4246847176346495222091248558,84.78444811370958745855293419,88.30756695380515145614728615,730239400
6.8,0,0.1310803631585168654406216141,0.131080363,0.107152122,0.131080363,0.107152122,0,0,0,0,6.4351504951494728596486806976,84.75588060047423753654757341,88.30523615603704839210281673,731314800
6.81,0,0.1308857565144738736427127237,0.130885757,0.107050288,0.130885757,0.107050288,0,0,0,0,6.4456158223387420970882365388,84.72742492563746501232353179,88.30299974108888054028636257,732390300
6.82,0,0.1306914504184240635779284386,0.13069145,0.106948347,0.13069145,0.106948347,0,0,0,0,6.4560807875144841584847695803,84.69908532485081943688656656,88.30086047087813736024598157,733465700
6.83,0,0.1304974337892206907564495351,0.130497434,0.106846291,0.130497434,0.106846291,0,0,0,0,6.4665451032866425719673482223,84.67083949624491203501165882,88.29880087058440800508288614,734541200
6.84,0,0.1303037138810054065164613152,0.130303714,0.106744129,0.130303714,0.106744129,0,0,0,0,6.4770085570061872333638812629,84.64270010521367019205830038,88.29683041471576859368174401,735616700
6.85,0,0.1301102929250572745837851915,0.130110293,0.106641866,0.130110293,0.106641866,0,0,0,0,6.487471974846847170803437104,84.61467593562772923131816238,88.29495495230779804455898805,736692100
6.86,0,0.1299171583181561134728523149,0.129917158,0.106539491,0.129917158,0.106539491,0,0,0,0,6.4979349432528676561569473443,84.58675519969102152024018422,88.29316522942666381785494994,737767600
6.87,0,0.1297243191621610554180117823,0.129724319,0.106437016,0.129724319,0.106437016,0,0,0,0,6.5083970766664339696395259875,84.5589277000615895764671939,88.29145325881099674715707165,738843000
6.88,0,0.1295317743310835620718747319,0.129531774,0.106334441,0.129531774,0.106334441,0,0,0,0,6.5188589606250536070790818283,84.53122058482211553829862558,88.28983906736958452414277926,739918500
6.89,0,0.1293395030690020977867614267,0.129339503,0.106231748,0.129339503,0.106231748,0,0,0,0,6.529320309588878968475614869,84.50361155499490264062275141,88.28830535233847764010759753,740994000
6.9,0,0.1291475341905456738527575416,0.129147534,0.106128968,0.129147534,0.106128968,0,0,0,0,6.5397809352260679819581935111,84.47610095468883780577176225,88.28685210439510081231918728,742069400
6.91,0,0.1289558468818359027145133412,0.128955847,0.106026082,0.128955847,0.106026082,0,0,0,0,6.5502411258486243433547265516,84.4486662175554267447891244,88.28546162803185574471478911,743144900
6.92,0,0.1287644499993073245203213469,0.12876445,0.105923102,0.12876445,0.105923102,0,0,0,0,6.560701094067191680794282394,84.42136191428723544142097774,88.28417490487708495761756078,744220400
6.93,0,0.1285733328701858369278798386,0.128573333,0.105820018,0.128573333,0.105820018,0,0,0,0,6.5711605524752879182338382355,84.39415614483874545489556842,88.28296744663391606609356304,745295800
6.94,0,0.1283825042925377377688934155,0.128382504,0.105716842,0.128382504,0.105716842,0,0,0,0,6.5816191767642532556733940761,84.36705558834799130404294215,88.28184412438800515602888451,746371300
6.95,0,0.1281919533349859253585764617,0.128191953,0.105613564,0.128191953,0.105613564,0,0,0,0,6.5920774903159439170699271178,84.34004963501748717597249584,88.28079622207744323512824266,747446700
6.96,0,0.1280016891371814375627733398,0.128001689,0.105510196,0.128001689,0.105510196,0,0,0,0,6.6025355958781673545094829588,84.31315386881008039152795149,88.27983507036747786605466546,748522200
6.97,0,0.1278117107089722027573328932,0.127811711,0.105406739,0.127811711,0.105406739,0,0,0,0,6.6129931925337742679920616005,84.28631838653370725492267036,88.27892287924358321492140994,749597600
6.98,0,0.1276220072310033704206897286,0.127622007,0.105303185,0.127622007,0.105303185,0,0,0,0,6.6234500802733247293885946418,84.25961369386717457104391217,88.27811252735997098847549835,750673200
6.99,0,0.1274325776551811395739252496,0.127432578,0.105199533,0.127432578,0.105199533,0,0,0,0,6.6339066716911811907851276831,84.23300687159531353705177458,88.27737858889590459869544844,751748600
7,0,0.1272559861838706290916647969,0.127255986,0.105108351,0.127255986,0.105108351,0,0,0,0,6.6443629550992135282246835246,84.20650036145128922744303465,88.27672254147166391115502829,752824100
7.01,0,0.1271057802035946222116019014,0.12710578,0.105043187,0.12710578,0.105043187,0,0,0,0,6.6548186557126700656642393657,84.18006007716103360788700042,88.27611869509500661770835398,753899600
7.02,0,0.1269560518869006511966151406,0.126956052,0.104978136,0.126956052,0.104978136,0,0,0,0,6.6652737609186315270607724061,84.15374150736394698758751726,88.27560825398422703373719018,754975000
7.03,0,0.1268067856297886883724180970,0.126806786,0.104913184,0.126806786,0.104913184,0,0,0,0,6.6757287571625206405433510484,84.12752608274236482269958309,88.27517663732185252362406371,756050500
7.04,0,0.1266579921389912469801011965,0.126657992,0.104848345,0.126657992,0.104848345,0,0,0,0,6.6861830850551053019398840898,84.10140166939691742011976852,88.27481479170327665700417529,757125900
7.05,0,0.1265096487202201934663775754,0.126509649,0.104783596,0.126509649,0.104783596,0,0,0,0,6.6966372301337438393794399305,84.07534286811307107172201013,88.27450321456097493183822047,758201400
7.06,0,0.1263617818158360460736806605,0.126361782,0.104718967,0.126361782,0.104718967,0,0,0,0,6.7070908797689172768189957724,84.04941344164114172862922569,88.27428918572315389211765573,759276900
7.07,0,0.1262143732791566641953651252,0.126214373,0.104654441,0.126214373,0.104654441,0,0,0,0,6.7175440601015293142585516138,84.0235708576850383501997054,88.27414072410066962362066672,760352300
7.08,0,0.1260674176575500572369247843,0.126067418,0.104590015,0.126067418,0.104590015,0,0,0,0,6.7279966720640158516981074543,83.99779036852312692643024599,88.27403928371718024228665049,761427800
7.09,0,0.1259209156773470035658830315,0.125920916,0.104525691,0.125920916,0.104525691,0,0,0,0,6.7384491147067194130946404955,83.97213851218382509383233999,88.27403354201911850090753064,762503200
7.1,0,0.1257748634280688574578225353,0.125774863,0.104461467,0.125774863,0.104461467,0,0,0,0,6.7489012754165777265772191382,83.94657907622622879168021702,88.2740964213316442043842391,763578700
